Time,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Category,Weather
1,99,9,25,100.76,0,Mostly Cloudy
2,99,7,19.3,100.77,0,Mostly Cloudy
3,98,7,19.3,100.82,0,Mainly Clear
4,99,6,19.3,100.85,0,Clear
5,99,6,16.1,100.92,0,Mainly Clear
6,100,0,48.3,100.96,0,Mostly Cloudy
7,99,4,24.1,101.04,0,Mostly Cloudy
8,96,9,24.1,101.08,0,Mostly Cloudy
9,92,6,24.1,101.08,0,Cloudy
10,88,9,24.1,101.09,0,Cloudy
11,84,7,24.1,101.08,0,Mostly Cloudy
12,75,13,24.1,101.1,0,Mostly Cloudy
13,71,9,24.1,101.03,0,Cloudy
14,67,11,24.1,101.03,0,Mostly Cloudy
15,63,9,24.1,101.08,0,Mostly Cloudy
16,68,6,24.1,101.06,0,Mostly Cloudy
17,77,9,24.1,101.1,0,Mostly Cloudy
18,81,9,24.1,101.16,0,Mainly Clear
19,90,11,25,101.18,0,Mainly Clear
20,90,9,25,101.22,0,Mainly Clear
21,92,6,25,101.27,0,Mainly Clear
22,92,4,25,101.28,0,Clear
23,97,4,25,101.31,0,Clear
0,99,4,25,101.3,0,Clear
1,98,4,25,101.33,0,Clear
2,99,7,25,101.32,0,Clear
3,99,7,25,101.33,0,Clear
4,98,7,25,101.37,0,Clear
5,100,11,3.2,101.38,0,Fog
6,100,11,0.6,101.42,0,Fog
7,100,13,0.6,101.49,0,Fog
8,100,15,1.6,101.54,0,Fog
9,99,19,4.8,101.53,0,Fog
10,92,19,9.7,101.5,0,Fog
11,87,19,12.9,101.48,0,Cloudy
12,79,19,24.1,101.42,0,Mostly Cloudy
13,77,13,19.3,101.4,0,Mostly Cloudy
14,72,13,19.3,101.4,0,Cloudy
15,71,13,24.1,101.4,0,Cloudy
16,73,11,24.1,101.42,0,Cloudy
17,71,11,24.1,101.45,0,Cloudy
18,73,11,25,101.47,0,Cloudy
19,72,7,25,101.51,0,Cloudy
20,76,9,25,101.51,0,Cloudy
21,77,11,25,101.53,0,Cloudy
22,80,7,25,101.56,0,Cloudy
23,82,7,25,101.57,0,Cloudy
0,89,11,16.1,101.55,0,Cloudy
1,91,11,16.1,101.55,0,Cloudy
2,96,11,6.4,101.56,1,Drizzle
3,95,13,9.7,101.55,1,"Drizzle,Fog"
4,99,15,19.3,101.55,0,Cloudy
5,97,9,16.1,101.59,0,Cloudy
6,97,9,6.4,101.58,0,Fog
7,98,13,4,101.58,1,"Drizzle,Fog"
8,99,7,4,101.57,0,Fog
9,99,11,2.8,101.54,1,"Drizzle,Fog"
10,99,9,4.8,101.47,1,"Drizzle,Fog"
11,97,6,6.4,101.47,0,Fog
12,96,0,6.4,101.42,1,"Drizzle,Fog"
13,92,0,6.4,101.38,1,"Drizzle,Fog"
14,92,4,8,101.3,1,"Rain,Fog"
15,93,4,9.7,101.24,0,Fog
16,97,4,9.7,101.18,0,Fog
17,97,4,9.7,101.13,0,Fog
18,99,0,9.7,101.12,0,Fog
19,99,6,9.7,101.1,0,Fog
20,100,4,9.7,101.1,0,Fog
21,96,6,9.7,101.07,0,Fog
22,91,13,12.9,101.01,0,Mainly Clear
23,83,13,9.7,100.97,1,"Rain,Fog"
0,82,11,12.9,100.94,0,Mainly Clear
1,84,15,12.9,100.94,0,Mainly Clear
2,82,17,16.1,100.92,0,Clear
3,87,17,19.3,100.94,0,Clear
4,89,13,19.3,100.96,0,Clear
5,92,17,19.3,100.96,0,Clear
6,95,4,16.1,100.93,0,Mainly Clear
7,92,6,24.1,100.92,0,Mainly Clear
8,85,9,24.1,100.92,0,Mostly Cloudy
9,79,13,24.1,100.84,0,Mostly Cloudy
10,75,11,24.1,100.87,1,Rain Showers
11,81,22,24.1,100.85,0,Cloudy
12,82,19,24.1,100.74,0,Cloudy
13,76,20,24.1,100.69,0,Cloudy
14,75,19,24.1,100.6,0,Mostly Cloudy
15,72,26,24.1,100.57,0,Cloudy
16,73,28,24.1,100.55,0,Cloudy
17,73,26,24.1,100.55,0,Cloudy
18,77,24,25,100.53,0,Cloudy
19,75,32,25,100.53,0,Cloudy
20,77,24,25,100.55,0,Cloudy
21,77,22,25,100.56,0,Cloudy
22,71,19,25,100.54,0,Cloudy
23,67,17,25,100.53,0,Cloudy
0,70,13,25,100.51,0,Cloudy
1,71,17,25,100.5,0,Cloudy
2,68,11,25,100.44,1,Rain Showers
3,74,11,25,100.39,1,Rain Showers
4,92,13,16.1,100.35,1,Rain
5,96,15,16.1,100.32,1,Rain
6,97,6,16.1,100.35,1,Rain
7,99,11,8,100.35,1,"Rain,Fog"
8,97,7,19.3,100.36,1,Rain
9,94,7,24.1,100.33,1,Rain
10,93,13,24.1,100.32,1,Rain
11,92,13,24.1,100.35,1,Rain
12,90,17,24.1,100.32,0,Mostly Cloudy
13,83,20,24.1,100.3,0,Cloudy
14,72,17,24.1,100.28,0,Mostly Cloudy
15,69,28,48.3,100.25,0,Mainly Clear
16,63,28,48.3,100.26,0,Mainly Clear
17,76,9,48.3,100.32,0,Mostly Cloudy
18,84,19,25,100.43,0,Mostly Cloudy
19,75,26,25,100.52,0,Mostly Cloudy
20,75,17,25,100.58,0,Mainly Clear
21,74,19,25,100.66,0,Mainly Clear
22,72,26,25,100.75,0,Mainly Clear
23,72,22,25,100.79,0,Mainly Clear
0,73,28,25,100.82,0,Mostly Cloudy
1,76,17,25,100.9,0,Mainly Clear
2,82,15,25,100.93,0,Mainly Clear
3,83,11,25,101.01,0,Mainly Clear
4,89,13,25,101.09,0,Clear
5,88,7,25,101.19,0,Mostly Cloudy
6,86,11,24.1,101.25,0,Mostly Cloudy
7,85,13,24.1,101.31,0,Mostly Cloudy
8,83,9,24.1,101.29,0,Mainly Clear
9,74,9,48.3,101.3,0,Mostly Cloudy
10,69,22,48.3,101.3,0,Mostly Cloudy
11,59,15,48.3,101.33,0,Mainly Clear
12,55,22,48.3,101.36,0,Mostly Cloudy
13,50,20,48.3,101.32,0,Mostly Cloudy
14,47,17,48.3,101.25,0,Mainly Clear
15,49,11,48.3,101.24,0,Mainly Clear
16,52,11,48.3,101.23,0,Cloudy
17,50,13,48.3,101.26,0,Cloudy
18,59,9,25,101.27,0,Cloudy
19,64,6,25,101.3,0,Cloudy
20,61,6,25,101.33,0,Cloudy
21,62,7,25,101.34,0,Cloudy
22,61,0,25,101.38,0,Cloudy
23,70,15,25,101.44,1,Rain Showers
0,78,9,25,101.49,1,Rain Showers
1,79,7,25,101.52,1,Rain Showers
2,84,6,25,101.5,0,Mostly Cloudy
3,86,0,25,101.52,0,Clear
4,92,6,25,101.58,0,Clear
5,99,0,25,101.62,0,Clear
6,96,9,24.1,101.73,0,Mainly Clear
7,92,6,48.3,101.83,0,Mainly Clear
8,74,7,48.3,101.92,0,Mainly Clear
9,65,4,48.3,101.94,0,Clear
10,48,7,48.3,101.97,0,Mainly Clear
11,46,9,48.3,101.95,0,Mainly Clear
12,41,13,48.3,101.95,0,Mainly Clear
13,42,13,48.3,101.93,0,Mainly Clear
14,40,19,48.3,101.91,0,Mainly Clear
15,45,9,48.3,101.89,0,Mostly Cloudy
16,43,13,48.3,101.9,0,Mostly Cloudy
17,42,9,48.3,101.94,0,Cloudy
18,45,7,25,101.98,0,Mostly Cloudy
19,57,15,25,102.03,0,Mainly Clear
20,66,7,25,102.05,0,Mainly Clear
21,73,9,25,102.08,0,Mainly Clear
22,66,4,25,102.08,0,Clear
23,68,7,25,102.06,0,Clear
0,80,6,25,102.06,0,Clear
1,84,4,25,102.08,0,Clear
2,84,6,25,102.06,0,Clear
3,83,4,25,102.02,0,Clear
4,89,7,25,102.04,0,Clear
5,88,4,25,102.08,0,Mainly Clear
6,89,7,48.3,102.09,0,Mainly Clear
7,91,9,48.3,102.09,0,Mainly Clear
8,85,15,48.3,102.08,0,Clear
9,77,15,48.3,102.06,0,Clear
10,65,17,48.3,102,0,Clear
11,55,6,48.3,101.93,0,Mainly Clear
12,51,7,48.3,101.84,0,Mainly Clear
13,49,7,48.3,101.71,0,Mostly Cloudy
14,45,11,48.3,101.66,0,Mostly Cloudy
15,50,13,48.3,101.59,0,Mostly Cloudy
16,49,13,48.3,101.57,0,Mostly Cloudy
17,55,22,48.3,101.5,0,Mostly Cloudy
18,57,20,25,101.44,0,Mostly Cloudy
19,57,19,25,101.45,0,Mostly Cloudy
20,61,19,25,101.4,0,Mainly Clear
21,62,19,25,101.36,0,Mainly Clear
22,81,17,25,101.32,0,Mainly Clear
23,82,19,25,101.26,0,Mainly Clear
0,84,15,25,101.22,0,Mainly Clear
1,84,11,25,101.18,0,Mostly Cloudy
2,81,15,25,101.09,0,Mostly Cloudy
3,80,13,25,101.01,0,Mostly Cloudy
4,81,30,25,100.94,0,Mostly Cloudy
5,82,20,25,100.9,0,Mostly Cloudy
6,81,37,24.1,100.85,0,Mostly Cloudy
7,83,39,24.1,100.8,0,Cloudy
8,81,32,24.1,100.73,0,Cloudy
9,79,32,24.1,100.64,0,Cloudy
10,74,33,24.1,100.53,0,Cloudy
11,90,13,12.9,100.43,1,Rain
12,80,20,19.3,100.33,0,Cloudy
13,89,19,4,100.24,1,Rain
14,94,19,48.3,100.07,0,Cloudy
15,88,15,48.3,100.01,0,Cloudy
16,80,26,16.1,100.02,1,Rain
17,77,33,24.1,100.13,1,Rain
18,88,19,25,100.25,0,Mostly Cloudy
19,89,17,25,100.31,0,Mostly Cloudy
20,90,15,25,100.34,0,Mostly Cloudy
21,87,19,25,100.37,0,Mostly Cloudy
22,87,11,25,100.4,0,Mostly Cloudy
23,88,9,25,100.37,0,Mainly Clear
0,82,17,25,100.4,0,Mostly Cloudy
1,82,20,25,100.42,0,Mostly Cloudy
2,82,32,25,100.45,0,Mostly Cloudy
3,83,24,25,100.51,0,Mostly Cloudy
4,82,26,25,100.68,0,Mostly Cloudy
5,81,28,25,100.84,0,Mainly Clear
6,83,22,24.1,100.95,0,Mainly Clear
7,83,26,24.1,101.05,0,Mainly Clear
8,77,20,24.1,101.14,0,Mainly Clear
9,67,24,24.1,101.2,0,Mainly Clear
10,59,32,48.3,101.19,0,Mostly Cloudy
11,59,24,48.3,101.2,0,Mostly Cloudy
12,55,30,48.3,101.22,0,Mostly Cloudy
13,46,30,48.3,101.22,0,Mostly Cloudy
14,45,26,48.3,101.2,0,Mostly Cloudy
15,41,30,48.3,101.21,0,Mostly Cloudy
16,41,28,48.3,101.18,0,Mostly Cloudy
17,45,19,24.1,101.15,0,Cloudy
18,56,30,25,101.19,1,Rain
19,65,37,25,101.13,1,Rain
20,79,32,25,101.07,1,Rain
21,85,22,25,100.93,1,Rain
22,81,22,25,100.77,1,Rain
23,76,19,25,100.69,1,Rain
0,85,22,25,100.74,1,Rain
1,83,24,25,100.75,1,Rain
2,79,30,25,100.76,0,Cloudy
3,65,33,25,100.83,0,Cloudy
4,71,26,25,101,0,Cloudy
5,73,24,25,101.14,0,Mostly Cloudy
6,75,24,24.1,101.3,0,Mainly Clear
7,75,17,24.1,101.45,0,Mainly Clear
8,68,17,24.1,101.57,0,Mainly Clear
9,60,19,24.1,101.68,0,Mostly Cloudy
10,57,20,24.1,101.74,0,Mostly Cloudy
11,50,22,24.1,101.76,0,Mostly Cloudy
12,46,30,24.1,101.83,0,Mostly Cloudy
13,43,26,24.1,101.87,0,Mostly Cloudy
14,44,22,24.1,101.93,0,Mostly Cloudy
15,43,20,24.1,101.98,0,Mostly Cloudy
16,47,19,24.1,102.07,0,Mostly Cloudy
17,49,22,24.1,102.13,0,Mainly Clear
18,54,15,25,102.21,0,Clear
19,63,13,25,102.28,0,Clear
20,70,9,25,102.35,0,Clear
21,71,7,25,102.41,0,Clear
22,71,9,25,102.47,0,Clear
23,71,9,25,102.48,0,Mainly Clear
0,66,9,25,102.49,0,Mostly Cloudy
1,81,7,25,102.51,0,Mostly Cloudy
2,76,4,25,102.47,0,Mostly Cloudy
3,86,4,25,102.49,0,Mostly Cloudy
4,87,4,25,102.52,0,Mainly Clear
5,86,0,25,102.53,0,Clear
6,84,0,48.3,102.54,0,Mostly Cloudy
7,79,6,48.3,102.56,0,Mostly Cloudy
8,71,11,48.3,102.57,0,Mainly Clear
9,79,17,48.3,102.55,0,Mainly Clear
10,60,19,48.3,102.52,0,Mainly Clear
11,44,28,48.3,102.46,0,Mostly Cloudy
12,44,22,48.3,102.37,0,Mostly Cloudy
13,45,20,48.3,102.24,0,Mainly Clear
14,40,19,48.3,102.2,0,Mostly Cloudy
15,44,19,48.3,102.18,0,Mostly Cloudy
16,42,17,48.3,102.14,0,Mostly Cloudy
17,43,13,25,102.08,0,Mostly Cloudy
18,45,7,25,102.01,0,Cloudy
19,52,15,25,101.92,0,Cloudy
20,52,15,25,101.85,0,Cloudy
21,49,9,25,101.73,0,Cloudy
22,53,24,25,101.75,1,Rain Showers
23,83,19,9.7,101.77,1,"Rain,Fog"
0,85,7,8,101.68,1,"Rain,Fog"
1,92,20,9.7,101.51,1,"Rain,Fog"
2,92,17,11.3,101.35,1,Rain
3,95,17,9.7,101.24,1,"Rain,Fog"
4,96,17,8,101.16,1,"Rain,Fog"
5,94,9,9.7,101.18,1,"Rain,Fog"
6,93,11,12.9,101.11,1,Rain
7,93,6,9.7,101.16,0,Fog
8,95,7,4.8,101.13,0,Fog
9,91,7,16.1,101.13,0,Cloudy
10,90,6,16.1,101.14,1,Drizzle
11,98,11,3.2,101.11,1,"Drizzle,Fog"
12,97,13,2.4,101,1,"Drizzle,Fog"
13,98,13,1.6,100.94,1,"Drizzle,Fog"
14,98,19,2,100.84,1,"Rain,Fog"
15,97,15,8,100.77,1,"Rain,Fog"
16,97,15,3.2,100.68,1,"Rain,Fog"
17,97,19,6.4,100.67,1,"Rain,Fog"
18,97,11,2,100.56,1,"Rain,Fog"
19,97,15,9.7,100.48,1,"Drizzle,Fog"
20,95,15,9.7,100.31,0,Fog
21,97,11,9.7,100.27,0,Fog
22,98,7,9.7,100.17,0,Fog
23,98,15,6.4,100.13,1,"Rain,Fog"
0,97,13,9.7,100.05,1,"Rain,Fog"
1,98,9,9.7,100.02,1,"Rain,Fog"
2,98,11,9.7,99.88,1,"Rain,Fog"
3,97,9,9.7,99.78,1,"Rain,Fog"
4,92,4,12.9,99.66,0,Mostly Cloudy
5,88,11,16.1,99.62,0,Mostly Cloudy
6,87,19,24.1,99.56,0,Cloudy
7,84,19,24.1,99.53,0,Mostly Cloudy
8,82,20,24.1,99.53,0,Cloudy
9,76,24,24.1,99.51,0,Mostly Cloudy
10,78,20,24.1,99.5,0,Cloudy
11,76,17,24.1,99.61,1,Rain Showers
12,69,22,24.1,99.63,0,Mostly Cloudy
13,69,28,24.1,99.64,0,Mostly Cloudy
14,57,30,48.3,99.65,0,Mostly Cloudy
15,62,28,24.1,99.7,0,Mostly Cloudy
16,65,30,24.1,99.7,0,Mostly Cloudy
17,65,33,24.1,99.69,0,Mostly Cloudy
18,72,32,25,99.7,0,Mostly Cloudy
19,74,30,25,99.72,0,Mostly Cloudy
20,73,30,25,99.76,0,Mainly Clear
21,70,26,25,99.74,0,Mainly Clear
22,62,32,25,99.73,0,Mostly Cloudy
23,57,28,25,99.75,0,Mostly Cloudy
0,66,28,25,99.81,0,Mainly Clear
1,69,24,25,99.89,0,Mostly Cloudy
2,67,30,25,99.88,0,Mainly Clear
3,75,19,25,99.88,0,Mostly Cloudy
4,78,22,25,99.94,0,Cloudy
5,81,19,25,99.99,0,Cloudy
6,74,28,24.1,100.05,0,Mostly Cloudy
7,75,15,24.1,100.18,0,Mostly Cloudy
8,71,22,24.1,100.24,0,Mainly Clear
9,72,19,24.1,100.27,0,Mostly Cloudy
10,66,26,24.1,100.3,0,Mostly Cloudy
11,64,22,24.1,100.34,0,Mostly Cloudy
12,65,28,24.1,100.35,0,Cloudy
13,61,24,24.1,100.38,0,Mostly Cloudy
14,58,30,24.1,100.37,0,Mostly Cloudy
15,58,32,24.1,100.39,0,Mostly Cloudy
16,55,28,24.1,100.43,0,Mostly Cloudy
17,58,20,24.1,100.47,0,Mainly Clear
18,62,15,25,100.54,0,Mainly Clear
19,70,9,25,100.57,0,Mainly Clear
20,75,7,25,100.63,0,Clear
21,78,11,25,100.66,0,Clear
22,72,7,25,100.73,0,Clear
23,86,7,25,100.75,0,Clear
0,79,11,25,100.8,0,Clear
1,85,9,25,100.86,0,Clear
2,85,7,25,100.91,0,Clear
3,82,6,25,100.92,0,Mostly Cloudy
4,84,7,25,100.96,0,Mostly Cloudy
5,84,0,25,100.95,0,Mostly Cloudy
6,85,0,24.1,100.98,0,Mainly Clear
7,83,0,24.1,101.02,0,Clear
8,74,0,24.1,101.06,0,Mainly Clear
9,81,6,24.1,101.08,0,Mainly Clear
10,58,6,24.1,101.08,0,Mainly Clear
11,58,6,48.3,101.02,0,Mainly Clear
12,55,7,48.3,100.97,0,Mainly Clear
13,52,6,48.3,100.9,0,Mostly Cloudy
14,52,0,48.3,100.88,0,Mostly Cloudy
15,52,4,48.3,100.86,0,Mostly Cloudy
16,54,4,48.3,100.87,0,Mostly Cloudy
17,59,11,24.1,100.87,0,Mostly Cloudy
18,65,7,25,100.94,0,Mostly Cloudy
19,58,7,25,100.93,0,Cloudy
20,56,9,25,100.92,0,Mostly Cloudy
21,58,11,25,100.92,0,Mostly Cloudy
22,60,7,25,100.93,0,Mostly Cloudy
23,66,11,25,100.9,0,Cloudy
0,65,6,25,100.92,0,Cloudy
1,68,4,25,100.92,0,Cloudy
2,66,4,25,100.92,0,Mostly Cloudy
3,78,9,25,100.91,0,Mostly Cloudy
4,79,11,25,100.92,0,Mostly Cloudy
5,78,11,25,100.94,0,Mostly Cloudy
6,80,11,48.3,100.96,0,Mostly Cloudy
7,68,9,48.3,100.98,0,Mainly Clear
8,64,6,48.3,101.02,0,Mostly Cloudy
9,59,15,48.3,100.99,0,Mainly Clear
10,54,15,48.3,100.97,0,Mainly Clear
11,47,15,48.3,100.94,0,Mainly Clear
12,45,17,48.3,100.9,0,Mainly Clear
13,45,22,48.3,100.85,0,Mainly Clear
14,41,28,48.3,100.78,0,Mainly Clear
15,37,26,48.3,100.78,0,Mostly Cloudy
16,38,28,48.3,100.69,0,Mostly Cloudy
17,45,15,48.3,100.74,0,Mostly Cloudy
18,48,17,25,100.8,0,Mostly Cloudy
19,50,15,25,100.86,0,Mainly Clear
20,54,17,25,100.9,0,Mostly Cloudy
21,59,17,25,100.95,0,Mostly Cloudy
22,57,19,25,100.99,0,Mostly Cloudy
23,62,15,25,100.96,0,Mostly Cloudy
0,66,17,25,100.94,0,Mainly Clear
1,67,17,25,100.92,0,Mainly Clear
2,68,15,25,100.92,0,Mainly Clear
3,67,19,25,100.94,0,Cloudy
4,70,13,25,100.96,1,Rain Showers
5,82,17,19.3,100.96,1,Rain Showers
6,91,15,9.7,100.91,1,"Rain,Fog"
7,91,17,9.7,101,1,"Rain,Fog"
8,91,13,16.1,100.92,1,Rain
9,86,24,24.1,100.77,0,Cloudy
10,87,24,25,100.79,1,Rain Showers
11,92,9,19.3,100.79,1,Rain
12,91,11,16.1,100.77,1,Rain
13,92,17,12.9,100.64,1,Rain
14,94,15,8,100.55,1,"Rain,Fog"
15,92,13,9.7,100.45,1,"Rain,Fog"
16,96,7,3.2,100.45,1,"Rain,Fog"
17,94,17,6.4,100.38,1,"Rain,Fog"
18,94,22,12.9,100.29,1,Rain
19,93,7,9.7,100.29,1,Rain
20,94,19,12.9,100.13,1,Rain
21,92,17,24.1,100.16,0,Mostly Cloudy
22,93,7,16.1,100.15,0,Cloudy
23,92,11,16.1,100.1,0,Cloudy
0,94,13,16.1,100.02,0,Cloudy
1,96,15,6.4,99.97,0,Fog
2,96,19,4.8,99.84,0,Fog
3,96,13,6.4,99.83,1,"Rain Showers,Fog"
4,97,7,11.3,99.83,0,Cloudy
5,97,4,8,99.84,0,Fog
6,100,4,0.4,99.87,0,Fog
7,99,4,2.4,99.88,0,Fog
8,99,4,1,99.89,0,Fog
9,96,4,9.7,99.89,0,Fog
10,83,15,24.1,99.87,0,Mainly Clear
11,76,19,24.1,99.93,0,Mostly Cloudy
12,67,20,48.3,99.89,0,Mostly Cloudy
13,64,11,48.3,99.75,0,Mainly Clear
14,64,22,48.3,99.79,0,Mostly Cloudy
15,61,22,24.1,99.75,0,Mostly Cloudy
16,73,15,24.1,99.9,1,Rain Showers
17,76,11,24.1,99.95,1,Rain Showers
18,71,19,25,100.01,0,Mainly Clear
19,68,20,25,100.04,0,Clear
20,70,17,25,100.06,0,Mainly Clear
21,72,13,25,100.07,0,Mainly Clear
22,75,11,25,100.05,0,Mainly Clear
23,77,19,25,100.05,0,Mainly Clear
0,82,13,25,100.07,0,Mainly Clear
1,81,19,25,100.14,0,Mostly Cloudy
2,81,19,25,100.15,0,Cloudy
3,79,26,25,100.15,0,Cloudy
4,81,22,25,100.15,0,Mostly Cloudy
5,81,24,25,100.15,1,Rain Showers
6,84,30,25,100.21,0,Cloudy
7,83,28,24.1,100.26,0,Mostly Cloudy
8,77,35,24.1,100.29,0,Mostly Cloudy
9,74,26,24.1,100.27,0,Mostly Cloudy
10,71,32,24.1,100.31,0,Mostly Cloudy
11,70,33,24.1,100.33,0,Mostly Cloudy
12,66,32,24.1,100.3,0,Mostly Cloudy
13,62,32,24.1,100.3,0,Cloudy
14,63,28,24.1,100.33,0,Mostly Cloudy
15,64,32,24.1,100.39,0,Cloudy
16,64,30,24.1,100.44,0,Cloudy
17,66,28,25,100.51,0,Cloudy
18,68,22,25,100.56,0,Mostly Cloudy
19,68,22,25,100.6,0,Mostly Cloudy
20,67,20,25,100.63,0,Mostly Cloudy
21,72,22,25,100.66,0,Cloudy
22,72,15,25,100.72,0,Mostly Cloudy
23,74,17,25,100.75,0,Mostly Cloudy
0,73,32,25,100.73,0,Mainly Clear
1,75,26,25,100.77,0,Mainly Clear
2,77,24,25,100.81,0,Mainly Clear
3,80,17,25,100.84,0,Mainly Clear
4,79,19,25,100.84,0,Mainly Clear
5,80,24,25,100.9,0,Clear
6,81,15,25,100.95,0,Clear
7,79,15,24.1,101,0,Mainly Clear
8,72,22,24.1,101.04,0,Mostly Cloudy
9,74,24,24.1,101.08,0,Mostly Cloudy
10,68,26,48.3,101.01,0,Mainly Clear
11,65,30,48.3,101.06,0,Mainly Clear
12,61,24,48.3,101.03,0,Mainly Clear
13,59,24,48.3,101,0,Mainly Clear
14,52,22,48.3,101.04,0,Mainly Clear
15,52,28,48.3,101.05,0,Mainly Clear
16,53,15,48.3,101.06,0,Mainly Clear
17,56,20,24.1,101.11,0,Mainly Clear
18,64,19,25,101.16,0,Mainly Clear
19,69,13,25,101.21,0,Clear
20,74,13,25,101.24,0,Mainly Clear
21,80,9,25,101.29,0,Clear
22,83,7,25,101.34,0,Mainly Clear
23,87,0,25,101.34,0,Clear
0,86,6,25,101.36,0,Clear
1,87,4,25,101.38,0,Clear
2,89,9,25,101.4,0,Clear
3,89,7,25,101.42,0,Clear
4,89,4,25,101.47,0,Clear
5,88,6,25,101.54,0,Clear
6,89,6,24.1,101.59,0,Mainly Clear
7,91,0,24.1,101.68,0,Mainly Clear
8,85,11,24.1,101.71,0,Mostly Cloudy
9,74,9,24.1,101.75,0,Mostly Cloudy
10,72,4,24.1,101.73,0,Mostly Cloudy
11,65,0,24.1,101.69,0,Mostly Cloudy
12,61,0,24.1,101.62,0,Mainly Clear
13,56,4,24.1,101.59,0,Mostly Cloudy
14,53,6,24.1,101.58,0,Mostly Cloudy
15,58,11,24.1,101.57,0,Mostly Cloudy
16,58,11,24.1,101.57,0,Mostly Cloudy
17,61,9,24.1,101.6,0,Mainly Clear
18,74,0,25,101.64,0,Mainly Clear
19,69,0,25,101.7,0,Mainly Clear
20,75,0,25,101.72,0,Mainly Clear
21,74,0,25,101.73,0,Mainly Clear
22,82,7,25,101.76,0,Mainly Clear
23,59,13,25,101.79,0,Clear
0,54,13,25,101.81,0,Clear
1,65,13,25,101.83,0,Clear
2,69,7,25,101.9,0,Clear
3,66,7,25,101.9,0,Clear
4,78,9,25,101.91,0,Clear
5,74,9,25,101.93,0,Clear
6,79,7,48.3,101.94,0,Clear
7,78,11,48.3,101.99,0,Clear
8,63,11,48.3,102.03,0,Clear
9,59,15,48.3,102.02,0,Mainly Clear
10,52,17,48.3,102,0,Mostly Cloudy
11,53,11,48.3,101.93,0,Mostly Cloudy
12,52,11,48.3,101.86,0,Mostly Cloudy
13,46,6,48.3,101.79,0,Mainly Clear
14,39,6,48.3,101.75,0,Mostly Cloudy
15,37,11,48.3,101.73,0,Mostly Cloudy
16,39,11,48.3,101.75,0,Mostly Cloudy
17,40,17,48.3,101.78,0,Mostly Cloudy
18,47,13,25,101.83,0,Cloudy
19,49,7,25,101.82,0,Mostly Cloudy
20,45,11,25,101.85,0,Mostly Cloudy
21,42,6,25,101.88,0,Mostly Cloudy
22,44,9,25,101.87,0,Mostly Cloudy
23,43,15,25,101.9,0,Mostly Cloudy
0,43,17,25,101.9,0,Cloudy
1,46,15,25,101.92,0,Mostly Cloudy
2,52,15,25,101.89,0,Mostly Cloudy
3,58,13,25,101.84,0,Mainly Clear
4,59,15,25,101.85,0,Mainly Clear
5,68,17,25,101.89,0,Mostly Cloudy
6,78,17,24.1,101.9,0,Mainly Clear
7,80,19,24.1,101.93,0,Mostly Cloudy
8,77,22,48.3,101.94,0,Mostly Cloudy
9,62,17,48.3,101.97,0,Mostly Cloudy
10,58,9,48.3,101.89,0,Cloudy
11,56,11,24.1,101.89,0,Cloudy
12,50,13,24.1,101.77,0,Cloudy
13,51,11,24.1,101.71,0,Cloudy
14,51,17,24.1,101.66,0,Mostly Cloudy
15,51,19,24.1,101.59,0,Mainly Clear
16,54,15,24.1,101.59,0,Mostly Cloudy
17,56,19,24.1,101.55,0,Mostly Cloudy
18,63,15,25,101.54,0,Mostly Cloudy
19,67,15,25,101.53,0,Clear
20,71,15,25,101.51,0,Clear
21,75,13,25,101.51,0,Clear
22,79,13,25,101.47,0,Clear
23,83,9,25,101.45,0,Clear
0,84,9,25,101.47,0,Clear
1,87,7,25,101.49,0,Mostly Cloudy
2,88,11,25,101.5,0,Mainly Clear
3,91,7,25,101.49,0,Clear
4,87,7,25,101.48,0,Clear
5,87,9,16.1,101.52,0,Clear
6,86,11,16.1,101.53,0,Clear
7,86,11,19.3,101.57,0,Clear
8,82,6,16.1,101.6,0,Clear
9,77,7,16.1,101.6,0,Clear
10,71,6,16.1,101.54,0,Clear
11,71,4,16.1,101.51,0,Clear
12,64,9,16.1,101.43,0,Clear
13,62,11,19.3,101.36,0,Clear
14,60,9,19.3,101.36,0,Clear
15,63,13,24.1,101.35,0,Clear
16,68,19,24.1,101.3,0,Clear
17,77,9,24.1,101.33,0,Mainly Clear
18,80,11,25,101.36,0,Mainly Clear
19,85,7,25,101.39,0,Mainly Clear
20,82,15,19.3,101.38,0,Mostly Cloudy
21,86,9,25,101.38,0,Mainly Clear
22,87,4,19.3,101.41,0,Mainly Clear
23,89,9,16.1,101.4,0,Mainly Clear
0,92,4,16.1,101.42,0,Mostly Cloudy
1,92,4,16.1,101.42,0,Cloudy
2,94,6,19.3,101.41,0,Cloudy
3,92,4,16.1,101.39,0,Cloudy
4,92,0,12.9,101.38,0,Cloudy
5,94,9,8,101.38,0,Fog
6,92,9,9.7,101.41,0,Fog
7,91,6,4,101.42,0,Fog
8,88,11,6.4,101.46,0,Fog
9,90,17,2.4,101.42,0,Fog
10,91,15,2.8,101.4,0,Fog
11,86,11,6.4,101.35,0,Fog
12,82,17,6.4,101.26,1,Haze
13,79,15,12.9,101.2,0,Cloudy
14,74,15,24.1,101.14,0,Cloudy
15,71,17,24.1,101.1,0,Cloudy
16,70,15,24.1,101.08,0,Mostly Cloudy
